Chromosome,Position_bp,Predicted_cM
Chr03,9738934,29.5053709037964
Chr03,9738936,29.5053714152628
Chr03,9783607,29.5184403916527
Chr03,9873464,29.5563136957168
Chr03,9873473,29.5563183725267
Chr03,9873491,29.5563277267207
Chr03,9873665,29.5564181900848
Chr03,9873710,29.5564415974334
Chr03,10063774,29.7048703491582
Chr03,10063796,29.704894058017
Chr03,10063863,29.7049662727064
Chr03,10064100,29.7052218448338
Chr03,10064101,29.705222923614
Chr03,10064124,29.7052477365242
Chr03,10064180,29.7053081583145
Chr03,10064195,29.7053243445879
Chr03,10064195,29.7053243445879
Chr03,10064265,29.7053998909527
Chr03,10064300,29.7054376705726
Chr03,10064307,29.7054452270117
Chr03,10064524,29.7056795617874
Chr03,10064536,29.7056925252079
Chr03,10064537,29.7056936055157
Chr03,10064539,29.7056957661419
Chr03,10064585,29.7057454644135
Chr03,10064647,29.7058124607767
Chr03,10065389,29.706615302091
Chr03,10065417,29.7066456358145
Chr03,10065494,29.7067290677418
Chr03,10065690,29.7069415337846
Chr03,10065712,29.7069653904243
Chr03,10065766,29.7070239548256
Chr03,10065941,29.7072138171021
Chr03,10065943,29.707215987577
Chr03,10065950,29.7072235843493
Chr03,10065977,29.7072528877935
Chr03,10065995,29.7072724248418
Chr03,10066016,29.7072952194993
Chr03,10078088,29.7206511064167
Chr03,10078220,29.7207998893385
Chr03,10158397,29.8209702587968
Chr03,10158407,29.820983846128
Chr03,10158562,29.8211944806015
Chr03,10176372,29.8457715758008
Chr03,10176376,29.8457771765303
Chr03,10176379,29.8457813771005
Chr03,10176415,29.8458317854877
Chr03,10176473,29.8459130049968
Chr03,10176694,29.8462225471107
Chr03,10176705,29.8462379569881
Chr03,10176761,29.8463164113927
Chr03,10177922,29.8479444874405
Chr03,10177964,29.8480034394835
Chr03,10177998,29.8480511653845
Chr03,10178080,29.8481662794005
Chr03,10178098,29.8481915502932
Chr03,10178195,29.8483277444829
Chr03,10178226,29.8483712747842
Chr03,10178691,29.849024480322
Chr03,10178793,29.8491678269932
Chr03,10187113,29.860935372892
Chr03,10187186,29.8610392669451
Chr03,10188589,29.8630381659034
Chr03,10188945,29.863546015547
Chr03,10252324,29.9576024796139
Chr03,10252331,29.9576132124186
Chr03,10252401,29.9577205439792
Chr03,10252658,29.9581146588574
Chr03,10349624,30.1111482698728
Chr03,10364213,30.1345632035187
Chr03,10364214,30.1345648087879
Chr03,10392244,30.1795106487376
Chr03,10392274,30.1795586535754
Chr03,10392361,30.1796978658335
Chr03,10451108,30.2726996977501
Chr03,10451123,30.2727230866402
Chr03,10451150,30.2727651860514
Chr03,10451171,30.2727979295123
Chr03,10451424,30.273192374076
Chr03,10461054,30.2881546863162
Chr03,10461061,30.2881655245137
Chr03,10461073,30.2881841041486
Chr03,10461089,30.2882088767354
Chr03,10461133,30.2882769998176
Chr03,10461147,30.2882986748727
Chr03,10461208,30.2883931135286
Chr03,10466780,30.2970009766204
Chr03,10466781,30.2970025181047
Chr03,10466850,30.2971088775563
Chr03,10466877,30.297150494881
Chr03,10466880,30.2971551189729
Chr03,10467777,30.2985372252272
Chr03,10467816,30.2985972942527
Chr03,10468131,30.2990823979898
Chr03,10468136,30.2990900970557
Chr03,10468194,30.2991794039477
Chr03,10468199,30.2991871026219
Chr03,10469559,30.3012799824704
Chr03,10469563,30.3012861345768
Chr03,10469566,30.3012907486434
Chr03,10469588,30.3013245847852
Chr03,10469590,30.3013276607678
Chr03,10469612,30.3013614962442
Chr03,10469646,30.3014137862349
Chr03,10566554,30.4448552513159
Chr03,10566573,30.4448825853731
Chr03,10570231,30.4501420414297
Chr03,10570238,30.4501521003342
Chr03,10570248,30.4501664701613
Chr03,10570283,30.4502167642206
Chr03,10570336,30.4502929228021
Chr03,10579848,30.463943599776
Chr03,10580151,30.4643779178688
Chr03,10580180,30.4644194847826
Chr03,10580199,30.4644467181378
Chr03,10580232,30.4644940179128
Chr03,10580314,30.4646115492436
Chr03,10580322,30.4646230156049
Chr03,10580331,30.464635915238
Chr03,10580361,30.4646789138366
Chr03,10580763,30.4652550687249
Chr03,10580764,30.4652565018853
Chr03,10580765,30.4652579350454
Chr03,10580845,30.4653725868796
Chr03,10604880,30.4997595759319
Chr03,10604993,30.4999211019814
Chr03,10605033,30.4999782793196
Chr03,10605036,30.4999825676195
Chr03,10605132,30.5001197931832
Chr03,10605310,30.5003742321099
Chr03,10608267,30.5046010967221
Chr03,10608269,30.504603955668
Chr03,10609173,30.5058962137277
Chr03,10609192,30.5059233743618
Chr03,10736463,30.692348817892
Chr03,10736490,30.6923901994328
Chr03,10736496,30.6923993954869
Chr03,10736529,30.6924499748003
Chr03,10736610,30.6925741313122
Chr03,10736611,30.6925756641734
Chr03,10736633,30.6926093875191
Chr03,10738264,30.6951116518379
Chr03,10738289,30.6951500395664
Chr03,10738290,30.6951515750964
Chr03,10738291,30.6951531106279
Chr03,10738630,30.6956737480831
Chr03,10821905,30.8303116843041
Chr03,10831791,30.8473603160532
Chr03,10831816,30.8474037620631
Chr03,10831936,30.8476123266423
Chr03,10831938,30.8476158030514
Chr03,10831972,30.8476749036776
Chr03,10835861,30.8544559101722
Chr03,10835900,30.854524123495
Chr03,10835919,30.8545573571565
Chr03,10856137,30.8905061597563
Chr03,10856235,30.8906833360781
Chr03,10856244,30.8906996088278
Chr03,10945441,31.0654241271901
Chr03,10948055,31.0709945187245
Chr03,10953222,31.0820885209177
Chr03,10953320,31.0823000115612
Chr03,10955947,31.0879842982947
Chr03,10973118,31.1258667533122
Chr03,10973145,31.1259273332094
Chr03,10982103,31.1462061854111
Chr03,10982111,31.1462244570897
Chr03,10998188,31.1835390104776
Chr03,10998197,31.1835602373593
Chr03,10999817,31.1873872797199
Chr03,10999824,31.1874038428494
Chr03,10999914,31.1876168175025
Chr03,10999944,31.1876878173487
Chr03,10999953,31.1877091181107
Chr03,11000037,31.1879079431966
Chr03,11000084,31.1880192047204
Chr03,11000149,31.1881730937571
Chr03,11000190,31.1882701721969
Chr03,11000191,31.18827254006
Chr03,11000207,31.1883104264933
Chr03,11000208,31.1883127944343
Chr03,11000232,31.1883696263939
Chr03,11004124,31.1976199868524
Chr03,11004136,31.1976486103637
Chr03,11004203,31.1978084362483
Chr03,11004206,31.1978155930785
Chr03,11004572,31.1986890132353
Chr03,11004600,31.1987558556378
Chr03,11004601,31.1987582429277
Chr03,11007077,31.2046819264539
Chr03,11007078,31.2046843239625
Chr03,11007715,31.2062123513027
Chr03,11007718,31.2062195514944
Chr03,11068740,31.3569966157397
Chr03,11068838,31.3572407524266
Chr03,11068879,31.3573428884204
Chr03,11068899,31.3573927102492
Chr03,11105145,31.4463843633786
Chr03,11105150,31.4463963711095
Chr03,11105177,31.4464612111532
Chr03,11118769,31.4787030542384
Chr03,11118834,31.4788551635204
Chr03,11119100,31.4794774187572
Chr03,11119133,31.4795545908243
Chr03,11119148,31.4795896672084
Chr03,11119150,31.4795943439733
Chr03,11120304,31.4822894280454
Chr03,11120617,31.4830192344539
Chr03,11120627,31.483042542569
Chr03,11120632,31.4830541964316
Chr03,11120844,31.4835482004562
Chr03,11120875,31.4836204172599
Chr03,11120943,31.4837788107386
Chr03,11125801,31.4950305482493
Chr03,11125987,31.4954587704629
Chr03,11142367,31.5323458564597
Chr03,11142384,31.5323832306075
Chr03,11142392,31.532400817745
Chr03,11142505,31.5326491884045
Chr03,11144070,31.5360797989169
Chr03,11144083,31.5361082235607
Chr03,11144086,31.5361147829233
Chr03,11144112,31.5361716280538
Chr03,11144158,31.5362721884359
Chr03,11144167,31.5362918615334
Chr03,11144178,31.536315905648
Chr03,11144208,31.5363814761308
Chr03,11144359,31.5367114169425
Chr03,11144361,31.5367157859295
Chr03,11144369,31.5367332615923
Chr03,11144382,31.5367616585714
Chr03,11144406,31.5368140805977
Chr03,11230374,31.6896257790737
Chr03,11230428,31.6896943843651
Chr03,11230514,31.6898035596344
Chr03,11230529,31.6898225911326
Chr03,11230548,31.6898466931333
Chr03,11248786,31.7105474802665
Chr03,11248800,31.7105614392028
Chr03,11248858,31.7106192364915
Chr03,11248880,31.7106411458692
Chr03,11248887,31.7106481154514
Chr03,11248943,31.7107038445961
Chr03,11248944,31.7107048393149
Chr03,11248953,31.7107137910832
Chr03,11249005,31.7107654876876
Chr03,11249050,31.7108101911221
Chr03,11249492,31.7112476034969
Chr03,11249501,31.7112564785484
Chr03,11249509,31.7112643664279
Chr03,11249517,31.7112722533142
Chr03,11249533,31.7112880241078
Chr03,11249559,31.7113136431769
Chr03,11250781,31.7125059519675
Chr03,11250929,31.7126487949986
Chr03,11251009,31.7127258676029
Chr03,11251025,31.7127412703556
Chr03,11251055,31.7127701399476
Chr03,11251118,31.7128307212316
Chr03,11251133,31.7128451363916
Chr03,11253267,31.7148610536566
Chr03,11253477,31.7150557150908
Chr03,11253482,31.7150603418214
Chr03,11253498,31.7150751448403
Chr03,11253503,31.7150797699965
Chr03,11253550,31.7151232281455
Chr03,11253563,31.7151352426391
Chr03,11253587,31.7151574165895
Chr03,11253634,31.71520081558
Chr03,11253667,31.7152312674426
Chr03,11253671,31.7152349574695
Chr03,11253686,31.715248792937
Chr03,11253704,31.7152653910523
Chr03,11253724,31.7152838277153
Chr03,11253778,31.7153335768103
Chr03,11269749,31.7282224481982
Chr03,11269950,31.7283626350997
Chr03,11269972,31.7283779474381
Chr03,11270013,31.7284064674984
Chr03,11270611,31.7288199971329
Chr03,11270687,31.7288722256665
Chr03,11270710,31.7288880171658
Chr03,11270719,31.7288941946143
Chr03,11273759,31.7309224020256
Chr03,11273772,31.7309308278862
Chr03,11273773,31.7309314759429
Chr03,11273791,31.7309431388565
Chr03,11281563,31.7356159421235
Chr03,11281631,31.7356537215355
Chr03,11281635,31.7356559422261
Chr03,11281635,31.7356559422261
Chr03,11281680,31.7356809125388
Chr03,11281763,31.7357269089057
Chr03,11282522,31.7361439301794
Chr03,11282531,31.7361488363304
Chr03,11393818,31.7577123804626
Chr03,11393825,31.7577131742846
Chr03,11393842,31.7577151028371
Chr03,11393898,31.7577214627257
Chr03,11393953,31.7577277195308
Chr03,11393969,31.7577295416466
Chr03,11393975,31.7577302251674
Chr03,11394023,31.7577356978009
Chr03,11408820,31.7598727237192
Chr03,11408823,31.7598732623628
Chr03,11408872,31.7598820670832
Chr03,11408899,31.759886924204
Chr03,11458305,31.778012405128
Chr03,11458383,31.7780598005358
Chr03,11458457,31.778104832268
Chr03,11486861,31.7998924202368
Chr03,11486863,31.7998942492137
Chr03,11486933,31.7999582876669
Chr03,11511943,31.8256496480939
Chr03,11573213,31.9062477810351
Chr03,11573235,31.9062796870536
Chr03,11573493,31.9066539577499
Chr03,11573508,31.9066757233333
Chr03,11573894,31.9072360369073
Chr03,11574025,31.9074262876714
Chr03,11574094,31.9075265148362
Chr03,11574195,31.9076732474212
Chr03,11577178,31.9120190208476
Chr03,11577191,31.9120380093905
Chr03,11577193,31.9120409307418
Chr03,11577211,31.9120672233467
Chr03,11577231,31.9120964382878
Chr03,11622499,31.9795178924804
Chr03,11622512,31.9795372741771
Chr03,11622515,31.9795417468492
Chr03,11622547,31.979589454718
Chr03,11622548,31.9795909455703
Chr03,11622582,31.9796416338706
Chr03,11622599,31.9796669775284
Chr03,11622637,31.9797236268683
Chr03,11622643,31.9797325713504
Chr03,11622649,31.9797415157915
Chr03,11622680,31.9797877280822
Chr03,11622704,31.9798235045846
Chr03,11622737,31.9798726961975
Chr03,11642251,32.0086440635475
Chr03,11642281,32.008687656003
Chr03,11642434,32.0089099397002
Chr03,11671408,32.0495389547728
Chr03,11671546,32.0497239360457
Chr03,11671580,32.0497694964715
Chr03,11671592,32.0497855752357
Chr03,11673292,32.0520560248377
Chr03,11673370,32.0521598436829
Chr03,11673571,32.0524272321014
Chr03,11673625,32.05249903227
Chr03,11673970,32.0529574008879
Chr03,11673982,32.0529733331159
Chr03,11674137,32.0531790578322
Chr03,11674147,32.0531923261533
Chr03,11674192,32.0532520272393
Chr03,11674453,32.053598088481
Chr03,11674498,32.0536577188847
Chr03,11733233,32.1237701296878
Chr03,11733308,32.1238512472241
Chr03,11733326,32.123870712791
Chr03,11733347,32.1238934213272
Chr03,11733347,32.1238934213272
Chr03,11733380,32.1239291033592
Chr03,11733464,32.1240199148579
Chr03,11733506,32.12406531227
Chr03,11733545,32.124107462036
Chr03,11745674,32.1369937324052
Chr03,11745858,32.1371859641091
Chr03,11745897,32.1372266969726
Chr03,11746012,32.1373467825001
Chr03,11746075,32.1374125531758
Chr03,11746117,32.137456394278
Chr03,11746125,32.1374647444189
Chr03,11746211,32.1375544974179
Chr03,11746251,32.1375962361354
Chr03,11765893,32.157608273231
Chr03,11765923,32.1576381649116
Chr03,11765953,32.1576680547362
Chr03,11765966,32.1576810064174
Chr03,11768357,32.1600572731445
Chr03,11768391,32.1600909808997
Chr03,11768422,32.1601217124469
Chr03,11768426,32.1601256776693
Chr03,11820434,32.2097917584994
Chr03,11820436,32.2097936260014
Chr03,11820462,32.209817903442
Chr03,11832058,32.2206385950118
Chr03,11832237,32.2208056558382
Chr03,11832239,32.2208075224684
Chr03,11863190,32.2499373164597
Chr03,11863707,32.2504308784576
Chr03,11863754,32.2504757637758
Chr03,11863763,32.2504843591434
Chr03,11863785,32.2505053704573
Chr03,11864540,32.2512268003575
Chr03,11864674,32.251354915892
Chr03,11864753,32.2514304571896
Chr03,11865424,32.2520723965433
Chr03,11865514,32.2521585420787
Chr03,11865522,32.2521661999596
Chr03,11872680,32.259052882441
Chr03,11872718,32.2590896385751
Chr03,11872741,32.2591118867737
Chr03,11872743,32.2591138214376
Chr03,11873122,32.2594805502124
Chr03,11873130,32.2594882935535
Chr03,11873154,32.2595115241652
Chr03,11873211,32.2595667004067
Chr03,11873238,32.2595928382609
Chr03,11914146,32.3008626550419
Chr03,11914170,32.3008880706821
Chr03,11914197,32.3009166652793
Chr03,11914518,32.3012567859029
Chr03,11914531,32.3012705665887
Chr03,11922651,32.3099775949892
Chr03,11922950,32.3103021184186
Chr03,11936777,32.3256368935007
Chr03,11937011,32.3259021905293
Chr03,11937119,32.3260247031248
Chr03,11937489,32.3264447476135
Chr03,11937518,32.3264776913421
Chr03,11937591,32.3265606323998
Chr03,11937668,32.326648139499
Chr03,11937682,32.3266640522341
Chr03,11937713,32.3266992901542
Chr03,11937799,32.3267970655669
Chr03,11937850,32.3268550615842
Chr03,11937936,32.3269528805973
Chr03,11937943,32.3269608438155
Chr03,11937987,32.3270109024867
Chr03,11938028,32.3270575545244
Chr03,11938045,32.3270768998799
Chr03,11938081,32.3271178700526
Chr03,11938083,32.3271201463143
Chr03,11938220,32.3272761055689
Chr03,11938225,32.3272817988305
Chr03,11938576,32.3276816980742
Chr03,11938659,32.3277763281945
Chr03,11938686,32.3278071170227
Chr03,11944467,32.3344630373214
Chr03,11944550,32.334559538142
Chr03,11944736,32.3347758912404
Chr03,11945925,32.3361621461792
Chr03,11945989,32.3362369225343
Chr03,11946010,32.3362614620724
Chr03,11946036,32.3362918467865
Chr03,11951374,32.3425878329546
Chr03,11951413,32.3426342615362
Chr03,11951491,32.3427271376658
Chr03,11951495,32.3427319012262
Chr03,11951561,32.3428105095805
Chr03,11951566,32.3428164654973
Chr03,11951584,32.3428379076593
Chr03,11951615,32.3428748389882
Chr03,11951635,32.3428986677751
Chr03,11951664,32.3429332224744
Chr03,11953436,32.345051310159
Chr03,11953445,32.3450621016357
Chr03,11953448,32.3450656988707
Chr03,11953599,32.3452468088324
Chr03,11958410,32.3510682445121
Chr03,11958504,32.3511829870285
Chr03,11958683,32.3514015934564
Chr03,11958730,32.3514590162693
Chr03,11982316,32.3815755033149
Chr03,11994789,32.3986416558516
Chr03,12008511,32.4183939187985
Chr03,12033943,32.4575728532276
Chr03,12034144,32.4578951377474
Chr03,12034482,32.4584375201627
Chr03,12034708,32.4588004796904
Chr03,12066643,32.5124083596385
Chr03,12066646,32.5124136019238
Chr03,12066648,32.5124170968012
Chr03,12066667,32.5124502989538
Chr03,12072175,32.5221372427814
Chr03,12072191,32.5221655599127
Chr03,12072197,32.5221761791002
Chr03,12072226,32.5222275071971
Chr03,12072275,32.5223142416018
Chr03,12072308,32.5223726599625
Chr03,12072339,32.5224275417708
Chr03,12072374,32.522489509706
Chr03,12072498,32.5227090925248
Chr03,12072515,32.5227392013947
Chr03,12072529,32.5227639977987
Chr03,12109181,32.5901952669602
Chr03,12109210,32.5902504826458
Chr03,12109414,32.5906389739082
Chr03,12109426,32.5906618305581
Chr03,12111665,32.5949346707652
Chr03,12121860,32.6145908317793
Chr03,12121960,32.6147852184399
Chr03,12121974,32.6148124349752
Chr03,12121985,32.6148338198097
Chr03,12122134,32.6151235229814
Chr03,12122144,32.6151429685386
Chr03,12122159,32.6151721374382
Chr03,12122165,32.6151838051875
Chr03,12122191,32.6152343666849
Chr03,12122193,32.615238256115
Chr03,12122567,32.6159657907276
Chr03,12147602,32.6655682006345
Chr03,12147641,32.6656467778512
Chr03,12147647,32.6656588669921
Chr03,12147806,32.6659792620815
Chr03,12147806,32.6659792620815
Chr03,12162495,32.6958410610175
Chr03,12162519,32.6958902593304
Chr03,12162627,32.6961116675121
Chr03,12162838,32.6965443078963
Chr03,12162869,32.6966078794591
Chr03,12164422,32.6997953114927
Chr03,12164425,32.6998014739013
Chr03,12179720,32.7314623451124
Chr03,12179752,32.7315290700184
Chr03,12179808,32.7316458432231
Chr03,12179849,32.731731341617
Chr03,12179942,32.7319252886665
Chr03,12180107,32.732269428087
Chr03,12180111,32.7322777714925
Chr03,12180132,32.7323215748618
Chr03,12180331,32.732736704784
Chr03,12181000,32.7341328324682
Chr03,12235130,32.8493209715158
Chr03,12260284,32.9038221229648
Chr03,12260293,32.9038416750138
Chr03,12260305,32.9038677444491
Chr03,12260329,32.903919883446
Chr03,12260371,32.9040111270944
Chr03,12260646,32.904608568347
Chr03,12260696,32.9047171963591
Chr03,12260779,32.9048975204269
Chr03,12260846,32.9050430846495
Chr03,12260869,32.9050930547487
Chr03,12260941,32.9052494838449
Chr03,12260960,32.9052907639872
Chr03,12261004,32.9053863604927
Chr03,12261076,32.9055427922993
Chr03,12261100,32.9055949365541
Chr03,12261127,32.9056535990309
Chr03,12261229,32.9058752146437
Chr03,12319065,33.0313607652843
Chr03,12319136,33.0315138168689
Chr03,12319358,33.0319923443931
Chr03,12326247,33.0468194451777
Chr03,12326251,33.0468280411063
Chr03,12326280,33.0468903611081
Chr03,12326304,33.0469419356432
Chr03,12326314,33.046963424862
Chr03,12326345,33.0470300408015
Chr03,12326376,33.0470966557744
Chr03,12326406,33.0471611209564
Chr03,12326423,33.047197650824
Chr03,12326522,33.0474103777954
Chr03,12326943,33.0483148939131
Chr03,12326983,33.0484008243285
Chr03,12329262,33.0532939801928
Chr03,12329275,33.0533218763914
Chr03,12409650,33.2221083995588
Chr03,12409682,33.2221741264634
Chr03,12409728,33.2222686068364
Chr03,12409733,33.2222788762964
Chr03,12409749,33.2223117383759
Chr03,12409751,33.2223158461152
Chr03,12409758,33.2223302231669
Chr03,12409979,33.2227840984051
Chr03,12410000,33.2228272239145
Chr03,12410037,33.2229032057273
Chr03,12410045,33.2229196340215
Chr03,12410061,33.2229524903901
Chr03,12410078,33.222987399961
Chr03,12410080,33.2229915069476
Chr03,12410762,33.2243917225494
Chr03,12411256,33.2254056226726
Chr03,12411322,33.2255410618725
Chr03,12411340,33.2255779989713
Chr03,12411351,33.2256005714603
Chr03,12411364,33.2256272478598
Chr03,12413087,33.2291611859762
Chr03,12413093,33.2291734862694
Chr03,12432524,33.2687920078551
Chr03,12432552,33.2688487864768
Chr03,12436461,33.2767666902299
Chr03,12436463,33.2767707368734
Chr03,12436569,33.276985202436
Chr03,12436634,33.2771167079842
Chr03,12436681,33.2772117936025
Chr03,12436709,33.2772684391535
Chr03,12452297,33.3086647057513
Chr03,12452329,33.308728872298
Chr03,12452343,33.3087569447943
Chr03,12452480,33.309031642402
Chr03,12453201,33.3104769603
Chr03,12453215,33.3105050188459
Chr03,12453260,33.3105952055124
Chr03,12453269,33.310613242568
Chr03,12453287,33.3106493164016
Chr03,12453735,33.3115470347578
Chr03,12453757,33.3115911132336
Chr03,12453784,33.311645208789
Chr03,12453795,33.3116672474801
Chr03,12453960,33.3119978112556
Chr03,12453989,33.312055907129
Chr03,12454006,33.3120899628839
Chr03,12454017,33.3121119987846
Chr03,12454018,33.3121140020414
Chr03,12454020,33.3121180085517
Chr03,12454023,33.3121240183085
Chr03,12454058,33.3121941313782
Chr03,12454065,33.3122081538242
Chr03,12454068,33.3122141634268
Chr03,12454069,33.3122161666253
Chr03,12454074,33.312226182601
Chr03,12454084,33.3122462144667
Chr03,12459004,33.3220880348224
Chr03,12459045,33.3221699337911
Chr03,12459402,33.3228829729116
Chr03,12459424,33.3229269089346
Chr03,12459463,33.3230047941617
Chr03,12459526,33.3231306050885
Chr03,12459536,33.3231505746599
Chr03,12459543,33.3231645532918
Chr03,12459710,33.3234980269122
Chr03,12459817,33.3237116729029
Chr03,12459870,33.3238174927083
Chr03,12459879,33.3238354617904
Chr03,12459951,33.3239792111161
Chr03,12459962,33.3240011722971
Chr03,12459963,33.3240031687613
Chr03,12459996,33.324069051437
Chr03,12460040,33.3241568930694
Chr03,12460132,33.3243405547895
Chr03,12460524,33.3251230050415
Chr03,12460661,33.3253964220207
Chr03,12460683,33.3254403263987
Chr03,12460705,33.3254842302237
Chr03,12460804,33.3256817905936
Chr03,12460838,33.3257496370264
Chr03,12460892,33.3258573904109
Chr03,12460927,33.3259272287882
Chr03,12461954,33.327975863288
Chr03,12461966,33.3279997934727
Chr03,12461994,33.3280556299304
Chr03,12462022,33.3281114654926
Chr03,12462385,33.3288352525981
Chr03,12462390,33.3288452210664
Chr03,12462391,33.3288472147566
Chr03,12462396,33.3288571831907
Chr03,12462397,33.3288591768741
Chr03,12462421,33.3289070249325
Chr03,12462656,33.3293755024046
Chr03,12462664,33.3293914494634
Chr03,12462686,33.3294353034982
Chr03,12462734,33.3295309831094
Chr03,12471379,33.3467203559973
Chr03,12471555,33.3470694207058
Chr03,12471567,33.3470932192839
Chr03,12471586,33.3471309000296
Chr03,12481220,33.3661839172514
Chr03,12481242,33.3662273050265
Chr03,12481244,33.3662312493423
Chr03,12481262,33.3662667479789
Chr03,12481280,33.3663022462455
Chr03,12481413,33.3665645275272
Chr03,12481427,33.3665921349081
Chr03,12481462,33.3666611523815
Chr03,12481471,33.3666788995057
Chr03,12555794,33.5100845212249
Chr03,12570534,33.5377767885353
Chr03,12570555,33.5378160649742
Chr03,12570556,33.5378179352683
Chr03,12570657,33.5380068291027
Chr03,12570682,33.5380535832081
Chr03,12570683,33.5380554533575
Chr03,12570895,33.5384518993107
Chr03,12570930,33.5385173453694
Chr03,12581326,33.5578949331457
Chr03,12581379,33.5579934069282
Chr03,12581397,33.5580268501265
Chr03,12581404,33.5580398557151
Chr03,12610455,33.6115343299129
Chr03,12610472,33.6115653524432
Chr03,12630627,33.6481140024012
Chr03,12630666,33.6481842762055
Chr03,12630669,33.6481896818111
Chr03,12630691,33.6482293226059
Chr03,12630786,33.6484004924446
Chr03,12630811,33.6484455354329
Chr03,12630822,33.6484653541225
Chr03,12630823,33.6484671558147
Chr03,12630848,33.6485121977509
Chr03,12630850,33.6485158010751
Chr03,12630858,33.6485302143264
Chr03,12631139,33.649036433593
Chr03,12631192,33.6491319026047
Chr03,12657618,33.6963352695177
Chr03,12657686,33.6964557102435
Chr03,12708032,33.7841861112835
Chr03,12708060,33.7842341018102
Chr03,12708129,33.7843523603809
Chr03,12717209,33.7998673588512
Chr03,12717272,33.7999746801097
Chr03,12717343,33.8000956240661
Chr03,12727737,33.8177394247913
Chr03,12727745,33.8177529575716
Chr03,12727747,33.8177563407553
Chr03,12727749,33.8177597239345
Chr03,12727761,33.8177800229143
Chr03,12727765,33.8177867892046
Chr03,12727818,33.8178764408374
Chr03,12727827,33.817891664383
Chr03,12727847,33.8179254941554
Chr03,12727862,33.8179508661869
Chr03,12727911,33.8180337463776
Chr03,12727952,33.8181030930154
Chr03,12727978,33.818147067944
Chr03,12728053,33.8182739144024
Chr03,12728097,33.8183483280213
Chr03,12728131,33.8184058279497
Chr03,12728132,33.8184075191042
Chr03,12728136,33.8184142837109
Chr03,12728158,33.8184514887233
Chr03,12728159,33.8184531798472
Chr03,12728161,33.8184565620915
Chr03,12728183,33.81849376648
Chr03,12728242,33.8185935391744
Chr03,12728278,33.8186544154887
Chr03,12821239,33.9709523994921
Chr03,12821265,33.9709936261196
Chr03,12821476,33.9713281677611
Chr03,12842664,34.0046653452246
Chr03,12842696,34.0047153098989
Chr03,12842709,34.004735607717
Chr03,12842816,34.004902667112
Chr03,12843392,34.0058017550159
Chr03,12843422,34.0058485722296
Chr03,12843461,34.0059094330856
Chr03,12843540,34.0060327100605
Chr03,12843567,34.006074841079
Chr03,12850151,34.0163239539874
Chr03,12850178,34.0163658831354
Chr03,12850227,34.0164419746686
Chr03,12850235,34.0164543975183
Chr03,12850482,34.0168379173878
Chr03,12850541,34.0169295171891
Chr03,12850542,34.0169310696942
Chr03,12865301,34.0397213358743
Chr03,12865313,34.039739765606
Chr03,12865377,34.0398380547591
Chr03,12865431,34.0399209826306
Chr03,12875953,34.0560167424041
Chr03,12875957,34.056022837509
Chr03,12876115,34.0562635796887
Chr03,12876153,34.0563214754982
Chr03,12923605,34.1273453324895
Chr03,12928751,34.1348948132335
Chr03,12928795,34.1349592349299
Chr03,12928809,34.1349797322842
Chr03,12929187,34.1355330772429
Chr03,12929276,34.1356633387153
Chr03,12935315,34.1444812120693
Chr03,12935371,34.1445627881578
Chr03,13038835,34.2892435570272
Chr03,13060786,34.3183891744888
Chr03,13060815,34.3184273209958
Chr03,13108212,34.3795097965145
Chr03,13112655,34.3851062815491
Chr03,13112705,34.3851691363278
Chr03,13112792,34.3852784969502
Chr03,13113114,34.3856831830065
Chr03,13113120,34.3856907226354
Chr03,13113160,34.3857409857952
Chr03,13114487,34.3874074475731
Chr03,13114757,34.387746274556
Chr03,13114806,34.3878077566024
Chr03,13114829,34.3878366145924
Chr03,13114851,34.3878642173313
Chr03,13120972,34.3955229638343
Chr03,13121119,34.3957063777021
Chr03,13121174,34.3957749957217
Chr03,13121186,34.3957899664761
Chr03,13121233,34.3958486003793
Chr03,13121234,34.3958498478823
Chr03,13121342,34.3959845716197
Chr03,13121359,34.396005776945
Chr03,13121476,34.3961517107067
Chr03,13121508,34.3961916215467
Chr03,13121524,34.396211576537
Chr03,13121539,34.3962302840804
Chr03,13132843,34.4102568576136
Chr03,13333171,34.6360767301919
Chr03,13333182,34.6360879943982
Chr03,13333193,34.6360992584847
Chr03,13363051,34.6662353904263
Chr03,13363062,34.6662463322702
Chr03,13363201,34.6663845872596
Chr03,13363231,34.6664144240029
Chr03,13363293,34.6664760838349
Chr03,13363302,34.6664850341453
Chr03,13363509,34.666690869565
Chr03,13363637,34.666818128611
Chr03,13363663,34.6668439761601
Chr03,13363678,34.666858887909
Chr03,13363686,34.6668668407523
Chr03,13363694,34.6668747935335
Chr03,13363733,34.6669135624517
Chr03,13363739,34.6669195267696
Chr03,13363770,34.6669503418547
Chr03,13363779,34.6669592879949
Chr03,13363825,34.667005011483
Chr03,13364469,34.6676449245598
Chr03,13364516,34.6676916105241
Chr03,13364614,34.6677889488287
Chr03,13364734,34.6679081258924
Chr03,13364734,34.6679081258924
Chr03,13364793,34.6679667161565
Chr03,13364828,34.6680014714962
Chr03,13365772,34.6689384242414
Chr03,13365803,34.6689691781545
Chr03,13365809,34.6689751304171
Chr03,13365839,34.6690048912063
Chr03,13365844,34.669009851253
Chr03,13365911,34.6690763135387
Chr03,13375394,34.678439373523
